album,photo_id,description,views,image,height,width,uploader,year,date 
Bromeo i Sodia,237,"<div align=""center"" style=""margin:5px 0px 5px 0px"" class=""photogallery_photo_desc""><!--photogallery_photo_desc-->
Data: 08-10-2006<br>
Dodane przez: <a href=""profile.php?lookup=1"">jakub_piasecki</a><br>
Wymiary: 400 x 300 pikseli<br>
Rozmiar pliku: 17.71Kb<br>
Komentarzy: 0<br>
Ocena: Brak<br>
Liczba obejrzeń: 498
</div>",498,images/photoalbum/a12_photo_237.jpg,300,400,jakub_piasecki,2006,08-10-2006
Bromeo i Sodia,238,"<div align=""center"" style=""margin:5px 0px 5px 0px"" class=""photogallery_photo_desc""><!--photogallery_photo_desc-->
Data: 08-10-2006<br>
Dodane przez: <a href=""profile.php?lookup=1"">jakub_piasecki</a><br>
Wymiary: 400 x 300 pikseli<br>
Rozmiar pliku: 21.04Kb<br>
Komentarzy: 0<br>
Ocena: Brak<br>
Liczba obejrzeń: 466
</div>",466,images/photoalbum/a12_photo_238.jpg,300,400,jakub_piasecki,2006,08-10-2006
Bromeo i Sodia,239,"<div align=""center"" style=""margin:5px 0px 5px 0px"" class=""photogallery_photo_desc""><!--photogallery_photo_desc-->
Data: 08-10-2006<br>
Dodane przez: <a href=""profile.php?lookup=1"">jakub_piasecki</a><br>
Wymiary: 400 x 300 pikseli<br>
Rozmiar pliku: 23.41Kb<br>
Komentarzy: 0<br>
Ocena: Brak<br>
Liczba obejrzeń: 480
</div>",480,images/photoalbum/a12_photo_239.jpg,300,400,jakub_piasecki,2006,08-10-2006
Bromeo i Sodia,240,"<div align=""center"" style=""margin:5px 0px 5px 0px"" class=""photogallery_photo_desc""><!--photogallery_photo_desc-->
Data: 08-10-2006<br>
Dodane przez: <a href=""profile.php?lookup=1"">jakub_piasecki</a><br>
Wymiary: 400 x 300 pikseli<br>
Rozmiar pliku: 22.65Kb<br>
Komentarzy: 0<br>
Ocena: Brak<br>
Liczba obejrzeń: 598
</div>",598,images/photoalbum/a12_photo_240.jpg,300,400,jakub_piasecki,2006,08-10-2006
Bromeo i Sodia,241,"<div align=""center"" style=""margin:5px 0px 5px 0px"" class=""photogallery_photo_desc""><!--photogallery_photo_desc-->
Data: 08-10-2006<br>
Dodane przez: <a href=""profile.php?lookup=1"">jakub_piasecki</a><br>
Wymiary: 225 x 300 pikseli<br>
Rozmiar pliku: 14.21Kb<br>
Komentarzy: 0<br>
Ocena: Brak<br>
Liczba obejrzeń: 507
</div>",507,images/photoalbum/a12_photo_241.jpg,300,225,jakub_piasecki,2006,08-10-2006
Comenius - spotkanie robocze,242,"<div align=""center"" style=""margin:5px 0px 5px 0px"" class=""photogallery_photo_desc""><!--photogallery_photo_desc-->
Data: 24-10-2006<br>
Dodane przez: <a href=""profile.php?lookup=1"">jakub_piasecki</a><br>
Wymiary: 400 x 300 pikseli<br>
Rozmiar pliku: 28.74Kb<br>
Komentarzy: 0<br>
Ocena: Brak<br>
Liczba obejrzeń: 790
</div>",790,images/photoalbum/a13_photo_242.jpg,300,400,jakub_piasecki,2006,24-10-2006
Comenius - spotkanie robocze,243,"<div align=""center"" style=""margin:5px 0px 5px 0px"" class=""photogallery_photo_desc""><!--photogallery_photo_desc-->
Data: 24-10-2006<br>
Dodane przez: <a href=""profile.php?lookup=1"">jakub_piasecki</a><br>
Wymiary: 400 x 300 pikseli<br>
Rozmiar pliku: 26.64Kb<br>
Komentarzy: 0<br>
Ocena: Brak<br>
Liczba obejrzeń: 684
</div>",684,images/photoalbum/a13_photo_243.jpg,300,400,jakub_piasecki,2006,24-10-2006
Comenius - spotkanie robocze,244,"<div align=""center"" style=""margin:5px 0px 5px 0px"" class=""photogallery_photo_desc""><!--photogallery_photo_desc-->
Data: 24-10-2006<br>
Dodane przez: <a href=""profile.php?lookup=1"">jakub_piasecki</a><br>
Wymiary: 400 x 300 pikseli<br>
Rozmiar pliku: 19.34Kb<br>
Komentarzy: 0<br>
Ocena: Brak<br>
Liczba obejrzeń: 653
</div>",653,images/photoalbum/a13_photo_244.jpg,300,400,jakub_piasecki,2006,24-10-2006
Comenius - spotkanie robocze,245,"<div align=""center"" style=""margin:5px 0px 5px 0px"" class=""photogallery_photo_desc""><!--photogallery_photo_desc-->
Data: 24-10-2006<br>
Dodane przez: <a href=""profile.php?lookup=1"">jakub_piasecki</a><br>
Wymiary: 400 x 300 pikseli<br>
Rozmiar pliku: 23.75Kb<br>
Komentarzy: 0<br>
Ocena: Brak<br>
Liczba obejrzeń: 733
</div>",733,images/photoalbum/a13_photo_245.jpg,300,400,jakub_piasecki,2006,24-10-2006
Comenius - spotkanie robocze,246,"<div align=""center"" style=""margin:5px 0px 5px 0px"" class=""photogallery_photo_desc""><!--photogallery_photo_desc-->
Data: 24-10-2006<br>
Dodane przez: <a href=""profile.php?lookup=1"">jakub_piasecki</a><br>
Wymiary: 400 x 300 pikseli<br>
Rozmiar pliku: 16.93Kb<br>
Komentarzy: 0<br>
Ocena: Brak<br>
Liczba obejrzeń: 723
</div>",723,images/photoalbum/a13_photo_246.jpg,300,400,jakub_piasecki,2006,24-10-2006
Comenius - spotkanie robocze,247,"<div align=""center"" style=""margin:5px 0px 5px 0px"" class=""photogallery_photo_desc""><!--photogallery_photo_desc-->
Data: 24-10-2006<br>
Dodane przez: <a href=""profile.php?lookup=1"">jakub_piasecki</a><br>
Wymiary: 400 x 300 pikseli<br>
Rozmiar pliku: 20.19Kb<br>
Komentarzy: 0<br>
Ocena: Brak<br>
Liczba obejrzeń: 681
</div>",681,images/photoalbum/a13_photo_247.jpg,300,400,jakub_piasecki,2006,24-10-2006
Drzwi otwarte 2006,248,"<div align=""center"" style=""margin:5px 0px 5px 0px"" class=""photogallery_photo_desc""><!--photogallery_photo_desc-->
Data: 12-11-2006<br>
Dodane przez: <a href=""profile.php?lookup=1"">jakub_piasecki</a><br>
Wymiary: 400 x 300 pikseli<br>
Rozmiar pliku: 21.97Kb<br>
Komentarzy: 0<br>
Ocena: Brak<br>
Liczba obejrzeń: 832
</div>",832,images/photoalbum/a14_photo_248.jpg,300,400,jakub_piasecki,2006,12-11-2006
Drzwi otwarte 2006,249,"<div align=""center"" style=""margin:5px 0px 5px 0px"" class=""photogallery_photo_desc""><!--photogallery_photo_desc-->
Data: 12-11-2006<br>
Dodane przez: <a href=""profile.php?lookup=1"">jakub_piasecki</a><br>
Wymiary: 400 x 300 pikseli<br>
Rozmiar pliku: 22.8Kb<br>
Komentarzy: 0<br>
Ocena: Brak<br>
Liczba obejrzeń: 870
</div>",870,images/photoalbum/a14_photo_249.jpg,300,400,jakub_piasecki,2006,12-11-2006
Drzwi otwarte 2006,250,"<div align=""center"" style=""margin:5px 0px 5px 0px"" class=""photogallery_photo_desc""><!--photogallery_photo_desc-->
Data: 12-11-2006<br>
Dodane przez: <a href=""profile.php?lookup=1"">jakub_piasecki</a><br>
Wymiary: 400 x 300 pikseli<br>
Rozmiar pliku: 20.87Kb<br>
Komentarzy: 0<br>
Ocena: Brak<br>
Liczba obejrzeń: 900
</div>",900,images/photoalbum/a14_photo_250.jpg,300,400,jakub_piasecki,2006,12-11-2006
Drzwi otwarte 2006,251,"<div align=""center"" style=""margin:5px 0px 5px 0px"" class=""photogallery_photo_desc""><!--photogallery_photo_desc-->
Data: 12-11-2006<br>
Dodane przez: <a href=""profile.php?lookup=1"">jakub_piasecki</a><br>
Wymiary: 400 x 300 pikseli<br>
Rozmiar pliku: 20.84Kb<br>
Komentarzy: 0<br>
Ocena: Brak<br>
Liczba obejrzeń: 855
</div>",855,images/photoalbum/a14_photo_251.jpg,300,400,jakub_piasecki,2006,12-11-2006
Drzwi otwarte 2006,252,"<div align=""center"" style=""margin:5px 0px 5px 0px"" class=""photogallery_photo_desc""><!--photogallery_photo_desc-->
Data: 12-11-2006<br>
Dodane przez: <a href=""profile.php?lookup=1"">jakub_piasecki</a><br>
Wymiary: 400 x 300 pikseli<br>
Rozmiar pliku: 20.41Kb<br>
Komentarzy: 0<br>
Ocena: Brak<br>
Liczba obejrzeń: 847
</div>",847,images/photoalbum/a14_photo_252.jpg,300,400,jakub_piasecki,2006,12-11-2006
Drzwi otwarte 2006,253,"<div align=""center"" style=""margin:5px 0px 5px 0px"" class=""photogallery_photo_desc""><!--photogallery_photo_desc-->
Data: 12-11-2006<br>
Dodane przez: <a href=""profile.php?lookup=1"">jakub_piasecki</a><br>
Wymiary: 400 x 300 pikseli<br>
Rozmiar pliku: 21.94Kb<br>
Komentarzy: 0<br>
Ocena: Brak<br>
Liczba obejrzeń: 882
</div>",882,images/photoalbum/a14_photo_253.jpg,300,400,jakub_piasecki,2006,12-11-2006
Drzwi otwarte 2006,254,"<div align=""center"" style=""margin:5px 0px 5px 0px"" class=""photogallery_photo_desc""><!--photogallery_photo_desc-->
Data: 12-11-2006<br>
Dodane przez: <a href=""profile.php?lookup=1"">jakub_piasecki</a><br>
Wymiary: 400 x 300 pikseli<br>
Rozmiar pliku: 25.79Kb<br>
Komentarzy: 0<br>
Ocena: Brak<br>
Liczba obejrzeń: 922
</div>",922,images/photoalbum/a14_photo_254.jpg,300,400,jakub_piasecki,2006,12-11-2006
Drzwi otwarte 2006,255,"<div align=""center"" style=""margin:5px 0px 5px 0px"" class=""photogallery_photo_desc""><!--photogallery_photo_desc-->
Data: 12-11-2006<br>
Dodane przez: <a href=""profile.php?lookup=1"">jakub_piasecki</a><br>
Wymiary: 225 x 300 pikseli<br>
Rozmiar pliku: 12.11Kb<br>
Komentarzy: 0<br>
Ocena: Brak<br>
Liczba obejrzeń: 838
</div>",838,images/photoalbum/a14_photo_255.jpg,300,225,jakub_piasecki,2006,12-11-2006
Drzwi otwarte 2006,259,"<div align=""center"" style=""margin:5px 0px 5px 0px"" class=""photogallery_photo_desc""><!--photogallery_photo_desc-->
Data: 12-11-2006<br>
Dodane przez: <a href=""profile.php?lookup=1"">jakub_piasecki</a><br>
Wymiary: 400 x 300 pikseli<br>
Rozmiar pliku: 19.98Kb<br>
Komentarzy: 0<br>
Ocena: Brak<br>
Liczba obejrzeń: 919
</div>",919,images/photoalbum/a14_photo_259.jpg,300,400,jakub_piasecki,2006,12-11-2006
Drzwi otwarte 2006,256,"<div align=""center"" style=""margin:5px 0px 5px 0px"" class=""photogallery_photo_desc""><!--photogallery_photo_desc-->
Data: 12-11-2006<br>
Dodane przez: <a href=""profile.php?lookup=1"">jakub_piasecki</a><br>
Wymiary: 400 x 300 pikseli<br>
Rozmiar pliku: 23.41Kb<br>
Komentarzy: 0<br>
Ocena: Brak<br>
Liczba obejrzeń: 873
</div>",873,images/photoalbum/a14_photo_256.jpg,300,400,jakub_piasecki,2006,12-11-2006
Drzwi otwarte 2006,258,"<div align=""center"" style=""margin:5px 0px 5px 0px"" class=""photogallery_photo_desc""><!--photogallery_photo_desc-->
Data: 12-11-2006<br>
Dodane przez: <a href=""profile.php?lookup=1"">jakub_piasecki</a><br>
Wymiary: 400 x 300 pikseli<br>
Rozmiar pliku: 19.1Kb<br>
Komentarzy: 0<br>
Ocena: Brak<br>
Liczba obejrzeń: 923
</div>",923,images/photoalbum/a14_photo_258.jpg,300,400,jakub_piasecki,2006,12-11-2006
Drzwi otwarte 2006,257,"<div align=""center"" style=""margin:5px 0px 5px 0px"" class=""photogallery_photo_desc""><!--photogallery_photo_desc-->
Data: 12-11-2006<br>
Dodane przez: <a href=""profile.php?lookup=1"">jakub_piasecki</a><br>
Wymiary: 400 x 300 pikseli<br>
Rozmiar pliku: 24.77Kb<br>
Komentarzy: 0<br>
Ocena: Brak<br>
Liczba obejrzeń: 907
</div>",907,images/photoalbum/a14_photo_257.jpg,300,400,jakub_piasecki,2006,12-11-2006
Drzwi otwarte 2006,260,"<div align=""center"" style=""margin:5px 0px 5px 0px"" class=""photogallery_photo_desc""><!--photogallery_photo_desc-->
Data: 12-11-2006<br>
Dodane przez: <a href=""profile.php?lookup=1"">jakub_piasecki</a><br>
Wymiary: 400 x 300 pikseli<br>
Rozmiar pliku: 28.34Kb<br>
Komentarzy: 0<br>
Ocena: Brak<br>
Liczba obejrzeń: 840
</div>",840,images/photoalbum/a14_photo_260.jpg,300,400,jakub_piasecki,2006,12-11-2006
Drzwi otwarte 2006,261,"<div align=""center"" style=""margin:5px 0px 5px 0px"" class=""photogallery_photo_desc""><!--photogallery_photo_desc-->
Data: 12-11-2006<br>
Dodane przez: <a href=""profile.php?lookup=1"">jakub_piasecki</a><br>
Wymiary: 400 x 300 pikseli<br>
Rozmiar pliku: 17.6Kb<br>
Komentarzy: 0<br>
Ocena: Brak<br>
Liczba obejrzeń: 793
</div>",793,images/photoalbum/a14_photo_261.jpg,300,400,jakub_piasecki,2006,12-11-2006
Drzwi otwarte 2006,263,"<div align=""center"" style=""margin:5px 0px 5px 0px"" class=""photogallery_photo_desc""><!--photogallery_photo_desc-->
Data: 12-11-2006<br>
Dodane przez: <a href=""profile.php?lookup=1"">jakub_piasecki</a><br>
Wymiary: 400 x 300 pikseli<br>
Rozmiar pliku: 17.46Kb<br>
Komentarzy: 0<br>
Ocena: Brak<br>
Liczba obejrzeń: 812
</div>",812,images/photoalbum/a14_photo_263.jpg,300,400,jakub_piasecki,2006,12-11-2006
Drzwi otwarte 2006,262,"<div align=""center"" style=""margin:5px 0px 5px 0px"" class=""photogallery_photo_desc""><!--photogallery_photo_desc-->
Data: 12-11-2006<br>
Dodane przez: <a href=""profile.php?lookup=1"">jakub_piasecki</a><br>
Wymiary: 400 x 300 pikseli<br>
Rozmiar pliku: 22.17Kb<br>
Komentarzy: 0<br>
Ocena: Brak<br>
Liczba obejrzeń: 839
</div>",839,images/photoalbum/a14_photo_262.jpg,300,400,jakub_piasecki,2006,12-11-2006
Drzwi otwarte 2006,264,"<div align=""center"" style=""margin:5px 0px 5px 0px"" class=""photogallery_photo_desc""><!--photogallery_photo_desc-->
Data: 12-11-2006<br>
Dodane przez: <a href=""profile.php?lookup=1"">jakub_piasecki</a><br>
Wymiary: 400 x 300 pikseli<br>
Rozmiar pliku: 19.11Kb<br>
Komentarzy: 0<br>
Ocena: Brak<br>
Liczba obejrzeń: 597
</div>",597,images/photoalbum/a14_photo_264.jpg,300,400,jakub_piasecki,2006,12-11-2006
Drzwi otwarte 2006,266,"<div align=""center"" style=""margin:5px 0px 5px 0px"" class=""photogallery_photo_desc""><!--photogallery_photo_desc-->
Data: 12-11-2006<br>
Dodane przez: <a href=""profile.php?lookup=1"">jakub_piasecki</a><br>
Wymiary: 400 x 300 pikseli<br>
Rozmiar pliku: 21.88Kb<br>
Komentarzy: 0<br>
Ocena: Brak<br>
Liczba obejrzeń: 601
</div>",601,images/photoalbum/a14_photo_266.jpg,300,400,jakub_piasecki,2006,12-11-2006
Drzwi otwarte 2006,265,"<div align=""center"" style=""margin:5px 0px 5px 0px"" class=""photogallery_photo_desc""><!--photogallery_photo_desc-->
Data: 12-11-2006<br>
Dodane przez: <a href=""profile.php?lookup=1"">jakub_piasecki</a><br>
Wymiary: 400 x 300 pikseli<br>
Rozmiar pliku: 16.13Kb<br>
Komentarzy: 0<br>
Ocena: Brak<br>
Liczba obejrzeń: 551
</div>",551,images/photoalbum/a14_photo_265.jpg,300,400,jakub_piasecki,2006,12-11-2006
Drzwi otwarte 2006,267,"<div align=""center"" style=""margin:5px 0px 5px 0px"" class=""photogallery_photo_desc""><!--photogallery_photo_desc-->
Data: 12-11-2006<br>
Dodane przez: <a href=""profile.php?lookup=1"">jakub_piasecki</a><br>
Wymiary: 400 x 300 pikseli<br>
Rozmiar pliku: 16.7Kb<br>
Komentarzy: 0<br>
Ocena: Brak<br>
Liczba obejrzeń: 588
</div>",588,images/photoalbum/a14_photo_267.jpg,300,400,jakub_piasecki,2006,12-11-2006
Drzwi otwarte 2006,268,"<div align=""center"" style=""margin:5px 0px 5px 0px"" class=""photogallery_photo_desc""><!--photogallery_photo_desc-->
Data: 12-11-2006<br>
Dodane przez: <a href=""profile.php?lookup=1"">jakub_piasecki</a><br>
Wymiary: 400 x 300 pikseli<br>
Rozmiar pliku: 21.84Kb<br>
Komentarzy: 0<br>
Ocena: Brak<br>
Liczba obejrzeń: 568
</div>",568,images/photoalbum/a14_photo_268.jpg,300,400,jakub_piasecki,2006,12-11-2006
Drzwi otwarte 2006,269,"<div align=""center"" style=""margin:5px 0px 5px 0px"" class=""photogallery_photo_desc""><!--photogallery_photo_desc-->
Data: 12-11-2006<br>
Dodane przez: <a href=""profile.php?lookup=1"">jakub_piasecki</a><br>
Wymiary: 400 x 300 pikseli<br>
Rozmiar pliku: 23.97Kb<br>
Komentarzy: 0<br>
Ocena: Brak<br>
Liczba obejrzeń: 585
</div>",585,images/photoalbum/a14_photo_269.jpg,300,400,jakub_piasecki,2006,12-11-2006
Drzwi otwarte 2006,270,"<div align=""center"" style=""margin:5px 0px 5px 0px"" class=""photogallery_photo_desc""><!--photogallery_photo_desc-->
Data: 12-11-2006<br>
Dodane przez: <a href=""profile.php?lookup=1"">jakub_piasecki</a><br>
Wymiary: 400 x 300 pikseli<br>
Rozmiar pliku: 20.68Kb<br>
Komentarzy: 0<br>
Ocena: Brak<br>
Liczba obejrzeń: 557
</div>",557,images/photoalbum/a14_photo_270.jpg,300,400,jakub_piasecki,2006,12-11-2006
Drzwi otwarte 2006,271,"<div align=""center"" style=""margin:5px 0px 5px 0px"" class=""photogallery_photo_desc""><!--photogallery_photo_desc-->
Data: 12-11-2006<br>
Dodane przez: <a href=""profile.php?lookup=1"">jakub_piasecki</a><br>
Wymiary: 400 x 300 pikseli<br>
Rozmiar pliku: 20.34Kb<br>
Komentarzy: 0<br>
Ocena: Brak<br>
Liczba obejrzeń: 571
</div>",571,images/photoalbum/a14_photo_271.jpg,300,400,jakub_piasecki,2006,12-11-2006
Drzwi otwarte 2006,272,"<div align=""center"" style=""margin:5px 0px 5px 0px"" class=""photogallery_photo_desc""><!--photogallery_photo_desc-->
Data: 12-11-2006<br>
Dodane przez: <a href=""profile.php?lookup=1"">jakub_piasecki</a><br>
Wymiary: 400 x 300 pikseli<br>
Rozmiar pliku: 17.98Kb<br>
Komentarzy: 0<br>
Ocena: Brak<br>
Liczba obejrzeń: 557
</div>",557,images/photoalbum/a14_photo_272.jpg,300,400,jakub_piasecki,2006,12-11-2006
Drzwi otwarte 2006,273,"<div align=""center"" style=""margin:5px 0px 5px 0px"" class=""photogallery_photo_desc""><!--photogallery_photo_desc-->
Data: 12-11-2006<br>
Dodane przez: <a href=""profile.php?lookup=1"">jakub_piasecki</a><br>
Wymiary: 400 x 300 pikseli<br>
Rozmiar pliku: 23.76Kb<br>
Komentarzy: 0<br>
Ocena: Brak<br>
Liczba obejrzeń: 575
</div>",575,images/photoalbum/a14_photo_273.jpg,300,400,jakub_piasecki,2006,12-11-2006
Drzwi otwarte 2006,274,"<div align=""center"" style=""margin:5px 0px 5px 0px"" class=""photogallery_photo_desc""><!--photogallery_photo_desc-->
Data: 12-11-2006<br>
Dodane przez: <a href=""profile.php?lookup=1"">jakub_piasecki</a><br>
Wymiary: 400 x 300 pikseli<br>
Rozmiar pliku: 21.87Kb<br>
Komentarzy: 0<br>
Ocena: Brak<br>
Liczba obejrzeń: 532
</div>",532,images/photoalbum/a14_photo_274.jpg,300,400,jakub_piasecki,2006,12-11-2006
Drzwi otwarte 2006,275,"<div align=""center"" style=""margin:5px 0px 5px 0px"" class=""photogallery_photo_desc""><!--photogallery_photo_desc-->
Data: 12-11-2006<br>
Dodane przez: <a href=""profile.php?lookup=1"">jakub_piasecki</a><br>
Wymiary: 400 x 300 pikseli<br>
Rozmiar pliku: 19.24Kb<br>
Komentarzy: 0<br>
Ocena: Brak<br>
Liczba obejrzeń: 664
</div>",664,images/photoalbum/a14_photo_275.jpg,300,400,jakub_piasecki,2006,12-11-2006
Drzwi otwarte 2006,276,"<div align=""center"" style=""margin:5px 0px 5px 0px"" class=""photogallery_photo_desc""><!--photogallery_photo_desc-->
Data: 12-11-2006<br>
Dodane przez: <a href=""profile.php?lookup=1"">jakub_piasecki</a><br>
Wymiary: 400 x 300 pikseli<br>
Rozmiar pliku: 20.43Kb<br>
Komentarzy: 0<br>
Ocena: Brak<br>
Liczba obejrzeń: 597
</div>",597,images/photoalbum/a14_photo_276.jpg,300,400,jakub_piasecki,2006,12-11-2006
Matury '04,277,"<div align=""center"" style=""margin:5px 0px 5px 0px"" class=""photogallery_photo_desc""><!--photogallery_photo_desc-->
Data: 22-03-2006<br>
Dodane przez: <a href=""profile.php?lookup=1"">jakub_piasecki</a><br>
Wymiary: 400 x 300 pikseli<br>
Rozmiar pliku: 45.06Kb<br>
Komentarzy: 0<br>
Ocena: Brak<br>
Liczba obejrzeń: 639
</div>",639,images/photoalbum/a15_photo_277.jpg,300,400,jakub_piasecki,2006,22-03-2006
Matury '04,278,"<div align=""center"" style=""margin:5px 0px 5px 0px"" class=""photogallery_photo_desc""><!--photogallery_photo_desc-->
Data: 22-03-2006<br>
Dodane przez: <a href=""profile.php?lookup=1"">jakub_piasecki</a><br>
Wymiary: 400 x 300 pikseli<br>
Rozmiar pliku: 41.74Kb<br>
Komentarzy: 0<br>
Ocena: Brak<br>
Liczba obejrzeń: 629
</div>",629,images/photoalbum/a15_photo_278.jpg,300,400,jakub_piasecki,2006,22-03-2006
Matury '04,279,"<div align=""center"" style=""margin:5px 0px 5px 0px"" class=""photogallery_photo_desc""><!--photogallery_photo_desc-->
Data: 22-03-2006<br>
Dodane przez: <a href=""profile.php?lookup=""></a><br>
Wymiary: 400 x 300 pikseli<br>
Rozmiar pliku: 42.65Kb<br>
Komentarzy: 0<br>
Ocena: Brak<br>
Liczba obejrzeń: 669
</div>",669,images/photoalbum/a15_photo_279.jpg,300,400,UNMATCHED,2006,22-03-2006
Matury '04,280,"<div align=""center"" style=""margin:5px 0px 5px 0px"" class=""photogallery_photo_desc""><!--photogallery_photo_desc-->
Data: 22-03-2006<br>
Dodane przez: <a href=""profile.php?lookup=1"">jakub_piasecki</a><br>
Wymiary: 400 x 300 pikseli<br>
Rozmiar pliku: 41.47Kb<br>
Komentarzy: 0<br>
Ocena: Brak<br>
Liczba obejrzeń: 632
</div>",632,images/photoalbum/a15_photo_280.jpg,300,400,jakub_piasecki,2006,22-03-2006
Matury '04,281,"<div align=""center"" style=""margin:5px 0px 5px 0px"" class=""photogallery_photo_desc""><!--photogallery_photo_desc-->
Data: 22-03-2006<br>
Dodane przez: <a href=""profile.php?lookup=1"">jakub_piasecki</a><br>
Wymiary: 400 x 300 pikseli<br>
Rozmiar pliku: 38.93Kb<br>
Komentarzy: 0<br>
Ocena: Brak<br>
Liczba obejrzeń: 566
</div>",566,images/photoalbum/a15_photo_281.jpg,300,400,jakub_piasecki,2006,22-03-2006
Matury '04,282,"<div align=""center"" style=""margin:5px 0px 5px 0px"" class=""photogallery_photo_desc""><!--photogallery_photo_desc-->
Data: 22-03-2006<br>
Dodane przez: <a href=""profile.php?lookup=1"">jakub_piasecki</a><br>
Wymiary: 400 x 300 pikseli<br>
Rozmiar pliku: 35.73Kb<br>
Komentarzy: 0<br>
Ocena: Brak<br>
Liczba obejrzeń: 548
</div>",548,images/photoalbum/a15_photo_282.jpg,300,400,jakub_piasecki,2006,22-03-2006
Rajd szkolny 2004,283,"<div align=""center"" style=""margin:5px 0px 5px 0px"" class=""photogallery_photo_desc""><!--photogallery_photo_desc-->
Data: 15-03-2006<br>
Dodane przez: <a href=""profile.php?lookup=""></a><br>
Wymiary: 320 x 241 pikseli<br>
Rozmiar pliku: 29.95Kb<br>
Komentarzy: 0<br>
Ocena: Brak<br>
Liczba obejrzeń: 546
</div>",546,images/photoalbum/a16_photo_283.jpg,241,320,UNMATCHED,2006,15-03-2006
Rajd szkolny 2004,284,"<div align=""center"" style=""margin:5px 0px 5px 0px"" class=""photogallery_photo_desc""><!--photogallery_photo_desc-->
Data: 15-03-2006<br>
Dodane przez: <a href=""profile.php?lookup=""></a><br>
Wymiary: 320 x 241 pikseli<br>
Rozmiar pliku: 34.47Kb<br>
Komentarzy: 0<br>
Ocena: Brak<br>
Liczba obejrzeń: 572
</div>",572,images/photoalbum/a16_photo_284.jpg,241,320,UNMATCHED,2006,15-03-2006
Rajd szkolny 2004,285,"<div align=""center"" style=""margin:5px 0px 5px 0px"" class=""photogallery_photo_desc""><!--photogallery_photo_desc-->
Data: 15-03-2006<br>
Dodane przez: <a href=""profile.php?lookup=""></a><br>
Wymiary: 320 x 241 pikseli<br>
Rozmiar pliku: 34.01Kb<br>
Komentarzy: 0<br>
Ocena: Brak<br>
Liczba obejrzeń: 543
</div>",543,images/photoalbum/a16_photo_285.jpg,241,320,UNMATCHED,2006,15-03-2006
Rajd szkolny 2004,286,"<div align=""center"" style=""margin:5px 0px 5px 0px"" class=""photogallery_photo_desc""><!--photogallery_photo_desc-->
Data: 15-03-2006<br>
Dodane przez: <a href=""profile.php?lookup=""></a><br>
Wymiary: 320 x 241 pikseli<br>
Rozmiar pliku: 34.75Kb<br>
Komentarzy: 0<br>
Ocena: Brak<br>
Liczba obejrzeń: 564
</div>",564,images/photoalbum/a16_photo_286.jpg,241,320,UNMATCHED,2006,15-03-2006
Rajd szkolny 2004,287,"<div align=""center"" style=""margin:5px 0px 5px 0px"" class=""photogallery_photo_desc""><!--photogallery_photo_desc-->
Data: 15-03-2006<br>
Dodane przez: <a href=""profile.php?lookup=""></a><br>
Wymiary: 320 x 241 pikseli<br>
Rozmiar pliku: 33.56Kb<br>
Komentarzy: 0<br>
Ocena: Brak<br>
Liczba obejrzeń: 610
</div>",610,images/photoalbum/a16_photo_287.jpg,241,320,UNMATCHED,2006,15-03-2006
Rajd szkolny 2004,288,"<div align=""center"" style=""margin:5px 0px 5px 0px"" class=""photogallery_photo_desc""><!--photogallery_photo_desc-->
Data: 15-03-2006<br>
Dodane przez: <a href=""profile.php?lookup=""></a><br>
Wymiary: 320 x 241 pikseli<br>
Rozmiar pliku: 32.75Kb<br>
Komentarzy: 0<br>
Ocena: Brak<br>
Liczba obejrzeń: 586
</div>",586,images/photoalbum/a16_photo_288.jpg,241,320,UNMATCHED,2006,15-03-2006
Rajd szkolny 2004,289,"<div align=""center"" style=""margin:5px 0px 5px 0px"" class=""photogallery_photo_desc""><!--photogallery_photo_desc-->
Data: 15-03-2006<br>
Dodane przez: <a href=""profile.php?lookup=""></a><br>
Wymiary: 320 x 241 pikseli<br>
Rozmiar pliku: 31Kb<br>
Komentarzy: 0<br>
Ocena: Brak<br>
Liczba obejrzeń: 629
</div>",629,images/photoalbum/a16_photo_289.jpg,241,320,UNMATCHED,2006,15-03-2006
Rajd szkolny 2004,290,"<div align=""center"" style=""margin:5px 0px 5px 0px"" class=""photogallery_photo_desc""><!--photogallery_photo_desc-->
Data: 15-03-2006<br>
Dodane przez: <a href=""profile.php?lookup=""></a><br>
Wymiary: 320 x 241 pikseli<br>
Rozmiar pliku: 34.42Kb<br>
Komentarzy: 0<br>
Ocena: Brak<br>
Liczba obejrzeń: 566
</div>",566,images/photoalbum/a16_photo_290.jpg,241,320,UNMATCHED,2006,15-03-2006
Rajd szkolny 2004,291,"<div align=""center"" style=""margin:5px 0px 5px 0px"" class=""photogallery_photo_desc""><!--photogallery_photo_desc-->
Data: 15-03-2006<br>
Dodane przez: <a href=""profile.php?lookup=""></a><br>
Wymiary: 320 x 241 pikseli<br>
Rozmiar pliku: 32.2Kb<br>
Komentarzy: 0<br>
Ocena: Brak<br>
Liczba obejrzeń: 595
</div>",595,images/photoalbum/a16_photo_291.jpg,241,320,UNMATCHED,2006,15-03-2006
